title:P                                                                               , recorded:02.07.20 11.08.55, sampling:128, subject:N                                                                               , labels:COUNTER INTERPOLATED AF3 F7 F3 FC5 T7 P7 O1 O2 P8 T8 FC6 F4 F8 AF4,, units:emotiv,,,,,,,,,
117,0,4230.256307,4240.512717,4247.179383,4227.179384,4225.128102,4229.743486,4232.307589,4211.281948,4234.358871,4227.179384,4224.615281,4238.461435,4227.179384,4246.153742
118,0,4235.897332,4243.076819,4250.256306,4231.794768,4227.179384,4229.230666,4231.281948,4214.358871,4238.974255,4236.922973,4228.205025,4242.563999,4229.230666,4249.230665
119,0,4234.358871,4240.512717,4247.179383,4231.281948,4222.563999,4224.102461,4231.281948,4215.384512,4239.999896,4242.051178,4227.179384,4242.051178,4226.153743,4247.179383
120,0,4228.205025,4235.897332,4237.948614,4224.615281,4223.07682,4224.102461,4230.769127,4213.846051,4234.358871,4237.948614,4217.948615,4234.871691,4221.025538,4240.512717
121,0,4227.179384,4229.230666,4230.769127,4221.538358,4223.07682,4230.769127,4231.794768,4214.871692,4233.84605,4237.948614,4216.410153,4227.692204,4222.563999,4238.461435
122,0,4227.692204,4227.179384,4230.769127,4220.512717,4219.999897,4231.794768,4231.794768,4217.435794,4236.922973,4237.948614,4224.102461,4225.128102,4221.025538,4234.358871
123,0,4229.230666,4237.948614,4237.435794,4225.640922,4224.102461,4232.820409,4232.820409,4217.948615,4236.410153,4238.461435,4228.205025,4231.794768,4219.487076,4234.358871
124,0,4229.230666,4237.948614,4238.974255,4229.743486,4228.717845,4235.384512,4230.769127,4215.384512,4233.33323,4236.922973,4222.051179,4237.435794,4220.512717,4238.461435
125,0,4224.615281,4225.128102,4230.256307,4223.07682,4225.640922,4234.358871,4228.717845,4211.794769,4228.205025,4228.205025,4218.461435,4229.230666,4215.897333,4234.358871
126,0,4221.025538,4222.051179,4227.179384,4220.512717,4215.897333,4229.743486,4229.230666,4209.230666,4225.128102,4227.179384,4219.487076,4222.563999,4210.256307,4226.153743
127,0,4225.128102,4225.640922,4235.384512,4228.717845,4214.358871,4229.230666,4229.743486,4207.692205,4227.692204,4238.461435,4217.435794,4228.717845,4213.846051,4229.230666
128,0,4227.692204,4224.102461,4237.948614,4227.179384,4224.102461,4231.794768,4231.794768,4210.256307,4228.205025,4243.58964,4222.563999,4234.871691,4219.999897,4234.871691
0,0,4223.58964,4219.999897,4230.256307,4217.435794,4227.692204,4229.743486,4235.384512,4212.307589,4223.58964,4237.948614,4229.230666,4233.84605,4217.435794,4231.794768
1,0,4223.58964,4221.025538,4232.307589,4222.051179,4221.538358,4224.102461,4233.33323,4207.179384,4219.487076,4231.281948,4217.435794,4234.358871,4211.281948,4230.769127
2,0,4229.230666,4225.128102,4241.538358,4231.281948,4218.974256,4220.512717,4226.666563,4203.589641,4220.512717,4228.205025,4209.230666,4236.410153,4211.794769,4232.820409
3,0,4231.794768,4233.84605,4242.563999,4229.743486,4223.58964,4224.102461,4223.07682,4205.640923,4222.563999,4228.205025,4219.487076,4235.897332,4215.897333,4232.820409
4,0,4225.128102,4233.33323,4232.820409,4221.025538,4218.974256,4222.051179,4219.999897,4198.974256,4212.82041,4219.487076,4215.897333,4230.256307,4211.794769,4228.717845
5,0,4224.615281,4232.307589,4231.794768,4221.025538,4219.487076,4219.999897,4223.07682,4196.922974,4211.281948,4219.999897,4211.281948,4232.307589,4209.743487,4231.281948
6,0,4230.769127,4236.922973,4235.384512,4225.640922,4228.717845,4221.025538,4227.179384,4202.564,4222.563999,4236.922973,4220.512717,4235.384512,4214.871692,4235.897332
7,0,4228.717845,4236.922973,4231.794768,4223.58964,4225.128102,4222.563999,4225.640922,4202.564,4228.205025,4244.10246,4222.051179,4228.717845,4215.897333,4233.33323
8,0,4221.538358,4231.281948,4227.179384,4218.461435,4211.281948,4223.07682,4222.051179,4198.974256,4224.615281,4241.025537,4216.410153,4224.102461,4213.33323,4229.743486
9,0,4225.640922,4237.948614,4232.820409,4227.179384,4218.461435,4228.205025,4227.179384,4202.051179,4226.666563,4247.179383,4222.051179,4233.84605,4219.487076,4235.897332
10,0,4225.640922,4236.410153,4232.307589,4229.230666,4230.769127,4224.615281,4228.205025,4196.922974,4221.538358,4246.153742,4222.051179,4234.871691,4216.922974,4239.487076
11,0,4213.846051,4219.487076,4220.512717,4215.897333,4226.666563,4215.897333,4217.435794,4187.179385,4205.128102,4229.230666,4215.897333,4222.051179,4209.230666,4229.230666
12,0,4206.666564,4212.82041,4212.82041,4206.666564,4218.461435,4214.871692,4212.307589,4186.666564,4197.435795,4217.435794,4211.794769,4212.82041,4206.153743,4218.461435
13,0,4211.281948,4216.922974,4216.410153,4207.692205,4216.922974,4216.922974,4218.974256,4189.743487,4203.589641,4218.974256,4211.281948,4217.435794,4206.666564,4222.563999
14,0,4211.794769,4213.33323,4218.974256,4208.205025,4214.358871,4211.794769,4217.948615,4187.692205,4203.07682,4217.948615,4212.307589,4225.640922,4209.230666,4228.205025
15,0,4207.692205,4212.307589,4216.922974,4212.307589,4213.33323,4212.307589,4211.794769,4186.153744,4199.487077,4215.897333,4209.230666,4225.640922,4208.717846,4225.128102
16,0,4215.384512,4226.666563,4221.025538,4221.538358,4219.999897,4222.563999,4218.461435,4193.846051,4208.205025,4228.205025,4208.205025,4224.615281,4208.205025,4229.743486
17,0,4221.025538,4233.33323,4225.128102,4224.615281,4228.205025,4228.205025,4226.666563,4201.538359,4219.487076,4241.025537,4218.461435,4232.820409,4216.922974,4238.974255
18,0,4217.948615,4227.692204,4221.538358,4221.538358,4226.666563,4229.230666,4223.07682,4199.487077,4219.487076,4244.10246,4230.256307,4237.435794,4228.205025,4237.948614
19,0,4214.358871,4224.615281,4214.358871,4218.461435,4210.256307,4228.717845,4218.974256,4192.30759,4211.794769,4241.025537,4223.58964,4229.230666,4226.153743,4232.307589
20,0,4213.846051,4228.717845,4214.358871,4218.974256,4207.179384,4223.58964,4222.051179,4192.82041,4206.153743,4233.84605,4218.974256,4227.692204,4218.974256,4232.820409
21,0,4214.871692,4230.769127,4219.487076,4221.538358,4225.128102,4221.538358,4221.538358,4197.948615,4205.640923,4226.666563,4225.640922,4234.871691,4217.435794,4234.358871
22,0,4211.794769,4226.153743,4216.922974,4219.487076,4232.307589,4228.205025,4221.025538,4198.461436,4208.717846,4231.281948,4223.58964,4234.358871,4214.871692,4230.256307
23,0,4205.128102,4223.58964,4212.307589,4213.846051,4222.051179,4229.743486,4226.666563,4198.974256,4211.794769,4236.410153,4221.025538,4229.230666,4216.410153,4228.717845
24,0,4212.82041,4232.307589,4219.999897,4226.153743,4224.615281,4229.230666,4233.84605,4203.589641,4221.025538,4245.128101,4231.794768,4236.410153,4229.230666,4241.025537
25,0,4219.999897,4229.743486,4223.07682,4227.692204,4227.692204,4228.717845,4230.256307,4206.153743,4224.102461,4253.333229,4235.384512,4243.076819,4233.33323,4248.717845
26,0,4213.33323,4226.153743,4216.922974,4213.846051,4221.538358,4230.256307,4227.692204,4206.666564,4218.461435,4252.820409,4231.794768,4241.025537,4230.256307,4242.051178
27,0,4212.307589,4231.794768,4216.410153,4216.410153,4223.58964,4231.281948,4230.256307,4204.102461,4213.33323,4242.051178,4227.692204,4234.358871,4225.640922,4233.84605
28,0,4217.435794,4231.794768,4220.512717,4223.07682,4228.717845,4230.256307,4225.640922,4199.487077,4209.743487,4229.743486,4219.999897,4231.281948,4213.33323,4233.33323
29,0,4209.743487,4217.948615,4215.384512,4209.230666,4211.794769,4221.538358,4214.871692,4197.435795,4202.564,4222.563999,4211.794769,4229.230666,4202.051179,4228.717845
30,0,4206.666564,4215.384512,4211.794769,4202.051179,4201.025538,4217.435794,4217.948615,4196.922974,4201.538359,4226.666563,4215.897333,4231.281948,4210.769128,4228.205025
31,0,4211.794769,4223.07682,4215.897333,4210.769128,4218.461435,4218.461435,4224.102461,4196.410154,4203.07682,4232.820409,4218.974256,4233.33323,4221.538358,4236.410153
32,0,4211.281948,4224.102461,4218.974256,4215.384512,4229.743486,4216.922974,4223.07682,4198.461436,4201.538359,4232.307589,4218.974256,4235.384512,4221.025538,4240.512717
33,0,4209.743487,4222.563999,4217.435794,4213.33323,4219.487076,4216.410153,4219.487076,4196.410154,4202.051179,4231.281948,4219.999897,4234.871691,4218.461435,4236.922973
34,0,4210.256307,4224.102461,4213.33323,4211.794769,4217.435794,4221.025538,4217.948615,4190.769128,4204.102461,4231.794768,4219.999897,4225.640922,4213.846051,4231.281948
35,0,4212.82041,4230.769127,4215.384512,4219.999897,4227.179384,4225.640922,4220.512717,4192.82041,4203.589641,4230.256307,4218.461435,4225.640922,4210.256307,4233.33323
36,0,4215.897333,4227.692204,4216.922974,4227.179384,4226.153743,4224.102461,4218.461435,4192.82041,4201.538359,4225.128102,4208.717846,4230.256307,4210.256307,4231.794768
37,0,4211.281948,4214.358871,4207.179384,4214.871692,4220.512717,4217.435794,4211.281948,4185.128103,4199.999897,4217.948615,4205.128102,4222.051179,4210.256307,4224.102461
38,0,4204.102461,4208.205025,4199.999897,4201.025538,4220.512717,4213.846051,4204.615282,4185.640923,4194.871692,4213.846051,4212.82041,4212.82041,4205.640923,4221.538358
39,0,4207.692205,4214.871692,4203.589641,4204.102461,4221.538358,4216.922974,4207.179384,4194.358872,4191.281949,4214.871692,4214.871692,4218.461435,4205.640923,4226.666563
40,0,4211.794769,4221.538358,4205.640923,4211.281948,4221.025538,4216.410153,4211.794769,4197.435795,4195.384513,4223.07682,4207.179384,4225.128102,4208.205025,4227.692204
41,0,4212.82041,4225.128102,4209.743487,4213.33323,4217.948615,4216.410153,4213.33323,4198.461436,4204.102461,4233.33323,4214.358871,4229.743486,4214.358871,4229.743486
42,0,4215.897333,4227.692204,4215.897333,4213.846051,4213.846051,4222.051179,4213.846051,4199.999897,4204.615282,4232.307589,4230.256307,4232.307589,4222.051179,4234.871691
43,0,4216.922974,4229.230666,4216.922974,4218.461435,4220.512717,4224.102461,4217.435794,4202.051179,4205.128102,4231.794768,4230.769127,4233.33323,4223.07682,4238.461435
44,0,4209.230666,4223.07682,4211.281948,4215.384512,4226.153743,4217.948615,4216.410153,4202.051179,4206.153743,4232.820409,4221.538358,4230.769127,4215.897333,4235.384512
45,0,4207.692205,4219.999897,4211.281948,4210.256307,4224.615281,4217.435794,4213.33323,4199.999897,4205.640923,4231.281948,4221.025538,4232.307589,4214.871692,4233.84605
46,0,4213.846051,4221.538358,4213.846051,4210.769128,4222.051179,4218.461435,4215.384512,4193.846051,4201.025538,4223.58964,4214.358871,4233.33323,4216.410153,4233.84605
47,0,4213.846051,4221.025538,4211.794769,4212.307589,4225.640922,4216.410153,4218.974256,4186.666564,4194.871692,4214.871692,4202.051179,4230.769127,4212.307589,4230.256307
48,0,4207.692205,4212.82041,4205.640923,4207.692205,4221.025538,4215.384512,4215.384512,4185.640923,4190.769128,4210.769128,4207.692205,4227.179384,4207.179384,4225.640922
49,0,4208.205025,4206.666564,4205.128102,4205.640923,4211.794769,4214.358871,4211.281948,4188.717846,4190.256308,4212.82041,4221.025538,4228.205025,4211.794769,4228.205025
50,0,4212.82041,4212.82041,4211.794769,4207.692205,4214.871692,4214.358871,4212.307589,4187.179385,4195.384513,4222.563999,4219.487076,4232.307589,4214.358871,4231.281948
51,0,4215.897333,4222.051179,4215.897333,4211.794769,4225.128102,4218.974256,4217.435794,4189.743487,4200.512718,4226.153743,4218.461435,4237.948614,4215.384512,4232.820409
52,0,4222.563999,4226.666563,4219.999897,4219.999897,4224.615281,4223.07682,4220.512717,4197.435795,4199.999897,4224.615281,4227.692204,4247.179383,4223.07682,4239.999896
53,0,4222.563999,4226.666563,4221.538358,4219.999897,4220.512717,4223.07682,4219.999897,4198.974256,4199.999897,4223.58964,4229.230666,4246.666563,4223.58964,4244.10246
54,0,4211.794769,4221.538358,4213.846051,4210.256307,4226.153743,4225.640922,4220.512717,4195.384513,4200.512718,4219.999897,4213.846051,4233.84605,4210.256307,4235.897332
55,0,4209.743487,4217.948615,4212.82041,4208.717846,4230.256307,4226.153743,4222.563999,4197.435795,4204.615282,4213.33323,4208.717846,4233.33323,4207.179384,4231.281948
56,0,4219.487076,4225.640922,4226.153743,4217.948615,4231.281948,4226.666563,4225.128102,4206.153743,4214.871692,4219.487076,4227.179384,4246.153742,4219.999897,4236.922973
57,0,4222.051179,4229.743486,4232.307589,4218.974256,4230.256307,4227.692204,4227.692204,4208.205025,4218.461435,4230.769127,4233.84605,4248.717845,4221.538358,4241.025537
58,0,4217.948615,4220.512717,4225.128102,4211.794769,4225.640922,4223.58964,4226.153743,4200.512718,4210.769128,4223.07682,4218.974256,4238.974255,4214.358871,4236.922973
59,0,4213.33323,4214.871692,4221.025538,4208.717846,4221.538358,4219.487076,4219.999897,4194.358872,4201.025538,4206.666564,4213.33323,4229.230666,4211.281948,4228.205025
60,0,4215.384512,4221.538358,4227.179384,4210.256307,4223.58964,4222.563999,4219.999897,4196.922974,4200.512718,4206.666564,4218.461435,4229.743486,4208.205025,4224.102461
61,0,4217.948615,4215.384512,4228.205025,4206.153743,4217.435794,4220.512717,4218.974256,4194.871692,4195.897333,4202.564,4205.640923,4229.230666,4195.384513,4218.974256
62,0,4215.897333,4205.640923,4226.153743,4201.025538,4214.871692,4216.410153,4216.410153,4188.717846,4191.794769,4190.769128,4195.384513,4223.07682,4186.666564,4213.846051
63,0,4211.281948,4206.666564,4228.205025,4201.538359,4215.897333,4218.461435,4215.384512,4187.179385,4194.358872,4189.743487,4202.564,4221.025538,4190.769128,4214.358871
64,0,4217.435794,4217.435794,4239.487076,4216.922974,4208.717846,4223.07682,4218.974256,4193.846051,4201.538359,4203.07682,4210.256307,4234.358871,4203.07682,4225.128102
65,0,4224.615281,4217.948615,4241.538358,4221.025538,4202.564,4217.948615,4220.512717,4198.974256,4198.974256,4202.564,4208.717846,4243.076819,4201.025538,4227.179384
66,0,4219.487076,4211.794769,4230.769127,4204.615282,4211.281948,4215.384512,4218.974256,4198.974256,4196.410154,4197.435795,4212.82041,4235.384512,4193.846051,4219.999897
67,0,4216.410153,4215.384512,4228.717845,4200.512718,4222.563999,4219.999897,4220.512717,4198.974256,4208.205025,4212.82041,4221.538358,4234.358871,4205.128102,4224.615281
68,0,4224.615281,4221.538358,4236.410153,4213.846051,4223.07682,4223.07682,4224.102461,4202.564,4217.435794,4228.205025,4221.538358,4244.615281,4219.487076,4238.461435
69,0,4226.666563,4216.922974,4236.410153,4213.846051,4216.410153,4220.512717,4224.615281,4206.153743,4216.410153,4223.58964,4221.538358,4249.743486,4215.897333,4239.487076
70,0,4222.563999,4216.410153,4233.84605,4209.743487,4212.82041,4221.025538,4222.051179,4204.615282,4214.358871,4219.999897,4223.58964,4245.128101,4209.743487,4232.307589
71,0,4221.025538,4221.025538,4233.33323,4213.846051,4213.846051,4223.58964,4216.922974,4202.051179,4213.846051,4221.538358,4218.974256,4237.948614,4207.692205,4231.281948
72,0,4217.435794,4213.33323,4228.717845,4210.769128,4210.769128,4217.948615,4213.33323,4198.461436,4208.205025,4209.743487,4210.769128,4231.281948,4201.538359,4228.205025
73,0,4215.384512,4210.769128,4228.205025,4206.666564,4207.179384,4218.461435,4214.358871,4197.435795,4205.128102,4205.640923,4210.256307,4229.743486,4201.025538,4223.07682
74,0,4221.025538,4219.487076,4230.769127,4210.256307,4208.717846,4226.153743,4217.435794,4198.461436,4209.743487,4217.435794,4211.794769,4235.384512,4209.230666,4227.692204
75,0,4227.179384,4224.615281,4232.820409,4215.384512,4211.281948,4230.256307,4221.025538,4201.025538,4216.922974,4225.128102,4216.922974,4244.10246,4216.410153,4235.384512
76,0,4229.743486,4225.128102,4238.974255,4223.58964,4213.846051,4228.717845,4220.512717,4199.999897,4216.922974,4221.538358,4225.128102,4248.717845,4217.435794,4237.435794
77,0,4230.769127,4226.153743,4246.666563,4227.692204,4209.743487,4224.615281,4216.922974,4198.974256,4215.384512,4225.128102,4224.615281,4248.205024,4215.897333,4236.410153
78,0,4225.640922,4217.948615,4237.948614,4213.33323,4194.871692,4216.922974,4212.82041,4202.564,4215.384512,4225.128102,4213.846051,4242.051178,4210.769128,4231.281948
79,0,4226.153743,4218.461435,4229.743486,4208.205025,4197.948615,4215.897333,4214.358871,4203.07682,4214.358871,4218.974256,4216.922974,4243.076819,4213.33323,4231.281948
80,0,4234.871691,4229.743486,4236.922973,4224.102461,4216.922974,4224.615281,4218.974256,4201.538359,4217.948615,4227.692204,4232.307589,4251.281947,4222.563999,4241.538358
81,0,4239.999896,4235.897332,4244.615281,4233.84605,4226.153743,4236.410153,4229.743486,4211.281948,4229.230666,4246.666563,4246.153742,4259.487075,4233.33323,4253.84605
82,0,4231.281948,4227.692204,4234.871691,4222.563999,4217.435794,4234.358871,4230.769127,4211.794769,4227.179384,4240.512717,4236.410153,4251.794768,4230.256307,4243.58964
83,0,4216.922974,4214.871692,4219.487076,4212.307589,4209.230666,4223.07682,4216.410153,4196.922974,4210.769128,4219.487076,4211.794769,4235.384512,4212.307589,4220.512717
84,0,4215.384512,4209.743487,4215.897333,4210.256307,4209.230666,4221.538358,4209.743487,4192.30759,4204.102461,4214.871692,4207.179384,4228.205025,4206.153743,4217.948615
85,0,4220.512717,4217.948615,4220.512717,4212.307589,4213.846051,4228.717845,4216.410153,4200.512718,4212.307589,4227.692204,4216.922974,4235.384512,4213.846051,4228.717845
86,0,4217.948615,4223.07682,4222.563999,4219.487076,4216.922974,4228.205025,4218.974256,4205.128102,4216.410153,4236.410153,4212.82041,4240.512717,4213.846051,4225.640922
87,0,4217.948615,4223.07682,4224.615281,4227.692204,4220.512717,4228.205025,4216.922974,4208.717846,4214.358871,4237.435794,4216.922974,4238.974255,4214.358871,4221.538358
88,0,4222.051179,4221.025538,4222.563999,4221.025538,4216.922974,4231.281948,4217.435794,4209.743487,4215.897333,4234.358871,4228.205025,4236.922973,4218.461435,4226.666563
89,0,4221.025538,4217.948615,4216.410153,4209.230666,4204.102461,4227.179384,4215.384512,4204.102461,4218.461435,4235.384512,4223.07682,4236.922973,4215.384512,4229.230666
90,0,4219.999897,4219.999897,4217.948615,4213.846051,4207.179384,4224.102461,4212.307589,4201.538359,4215.897333,4235.384512,4219.999897,4238.974255,4218.461435,4229.230666
91,0,4225.128102,4229.230666,4225.640922,4225.640922,4225.128102,4229.743486,4215.897333,4207.179384,4216.922974,4231.794768,4233.33323,4245.640922,4227.179384,4236.922973
92,0,4230.769127,4236.410153,4227.692204,4228.717845,4229.230666,4232.307589,4220.512717,4211.281948,4221.025538,4233.33323,4235.384512,4250.256306,4226.153743,4242.051178
93,0,4232.307589,4233.33323,4228.717845,4225.128102,4219.999897,4228.205025,4218.974256,4208.717846,4218.461435,4229.743486,4226.153743,4244.615281,4225.128102,4236.922973
94,0,4231.794768,4231.281948,4232.820409,4222.563999,4218.461435,4226.666563,4216.922974,4206.153743,4213.846051,4222.563999,4226.153743,4237.948614,4226.666563,4230.769127
95,0,4224.615281,4228.205025,4228.205025,4217.435794,4215.897333,4224.615281,4215.897333,4203.589641,4210.769128,4223.58964,4223.07682,4235.897332,4216.410153,4227.692204
96,0,4218.461435,4222.563999,4224.102461,4215.384512,4210.256307,4221.538358,4215.897333,4201.538359,4209.743487,4230.256307,4217.948615,4235.897332,4210.769128,4228.205025
97,0,4216.922974,4219.487076,4224.102461,4214.871692,4209.743487,4221.025538,4211.281948,4199.999897,4205.128102,4224.615281,4214.871692,4230.769127,4211.281948,4226.153743
98,0,4221.025538,4225.640922,4223.58964,4222.563999,4220.512717,4224.102461,4212.82041,4205.128102,4208.205025,4223.58964,4217.948615,4230.769127,4212.307589,4227.692204
99,0,4220.512717,4227.179384,4222.563999,4227.179384,4222.051179,4225.128102,4217.435794,4208.717846,4211.794769,4229.230666,4222.563999,4235.897332,4214.871692,4227.179384
100,0,4215.384512,4224.615281,4223.58964,4221.025538,4212.307589,4227.179384,4223.58964,4213.33323,4210.769128,4229.743486,4223.58964,4240.512717,4216.410153,4223.58964
101,0,4214.871692,4226.666563,4224.102461,4216.410153,4217.948615,4229.230666,4227.692204,4214.358871,4209.743487,4227.179384,4221.538358,4241.538358,4209.743487,4222.563999
102,0,4217.948615,4230.769127,4226.153743,4224.615281,4238.974255,4231.281948,4227.692204,4210.256307,4214.358871,4231.794768,4223.58964,4243.076819,4211.794769,4228.205025
103,0,4216.922974,4226.153743,4225.128102,4225.128102,4239.999896,4232.820409,4224.102461,4212.82041,4217.948615,4239.487076,4228.205025,4242.563999,4221.025538,4231.794768
104,0,4215.897333,4219.999897,4222.051179,4217.435794,4224.615281,4228.205025,4222.563999,4218.974256,4216.922974,4241.538358,4225.640922,4243.076819,4218.974256,4230.769127
105,0,4221.538358,4221.538358,4223.58964,4218.974256,4223.58964,4225.640922,4226.153743,4217.948615,4218.974256,4237.435794,4224.102461,4248.205024,4212.307589,4233.84605
106,0,4226.153743,4229.743486,4226.666563,4227.692204,4230.769127,4230.256307,4229.230666,4214.871692,4224.102461,4233.84605,4228.205025,4248.717845,4213.846051,4236.410153
107,0,4223.58964,4231.794768,4226.666563,4232.820409,4230.769127,4233.33323,4230.256307,4213.33323,4219.999897,4231.281948,4223.07682,4239.487076,4210.769128,4233.33323
108,0,4218.461435,4227.179384,4227.692204,4232.307589,4227.179384,4230.256307,4227.179384,4211.281948,4214.871692,4222.563999,4214.358871,4233.84605,4201.025538,4227.179384
109,0,4216.922974,4223.07682,4223.07682,4226.153743,4224.102461,4225.128102,4218.461435,4210.256307,4217.435794,4211.281948,4218.461435,4236.922973,4198.461436,4227.692204
110,0,4215.897333,4218.461435,4216.410153,4221.025538,4222.051179,4219.999897,4212.82041,4210.769128,4214.871692,4214.871692,4224.102461,4237.435794,4203.589641,4227.692204
111,0,4214.871692,4217.948615,4215.897333,4219.487076,4223.58964,4222.051179,4217.435794,4211.794769,4207.692205,4231.794768,4222.563999,4235.897332,4211.281948,4224.615281
112,0,4215.897333,4223.58964,4219.487076,4223.58964,4218.974256,4228.205025,4224.102461,4216.410153,4211.281948,4239.487076,4223.58964,4240.512717,4212.82041,4226.666563
113,0,4217.948615,4225.640922,4226.666563,4232.307589,4221.538358,4229.743486,4225.128102,4223.07682,4219.999897,4239.999896,4228.205025,4250.769127,4210.769128,4233.33323
114,0,4217.435794,4222.051179,4230.256307,4231.794768,4234.871691,4227.692204,4220.512717,4223.58964,4218.974256,4242.563999,4227.179384,4255.897332,4212.82041,4233.84605
115,0,4219.999897,4226.666563,4228.205025,4226.666563,4241.538358,4229.230666,4222.051179,4221.538358,4222.051179,4242.563999,4231.794768,4250.256306,4217.948615,4232.307589
116,0,4220.512717,4230.256307,4226.666563,4226.666563,4237.948614,4231.281948,4226.153743,4219.487076,4228.205025,4238.974255,4243.076819,4242.563999,4218.974256,4233.33323
117,0,4217.435794,4226.666563,4225.128102,4226.666563,4237.948614,4233.33323,4224.615281,4217.948615,4225.128102,4243.58964,4242.563999,4247.692204,4221.025538,4237.948614
118,0,4215.897333,4221.025538,4216.922974,4220.512717,4230.769127,4228.717845,4219.999897,4216.410153,4217.948615,4241.538358,4228.205025,4249.743486,4215.897333,4233.33323
119,0,4217.948615,4221.025538,4216.922974,4220.512717,4227.692204,4224.615281,4222.051179,4216.410153,4213.33323,4229.230666,4227.179384,4242.563999,4208.717846,4223.58964
120,0,4210.769128,4216.410153,4217.435794,4217.435794,4236.922973,4227.692204,4221.538358,4212.82041,4204.615282,4216.410153,4225.640922,4231.281948,4203.589641,4217.948615
121,0,4202.051179,4207.692205,4210.769128,4208.717846,4237.435794,4232.307589,4219.487076,4209.743487,4197.435795,4213.33323,4211.794769,4223.58964,4197.948615,4217.948615
122,0,4202.051179,4202.051179,4206.666564,4206.153743,4225.640922,4229.230666,4221.538358,4210.256307,4198.461436,4215.384512,4207.692205,4219.999897,4190.769128,4215.384512
123,0,4203.07682,4199.487077,4206.666564,4204.102461,4223.58964,4223.58964,4221.538358,4210.256307,4204.615282,4216.410153,4212.307589,4222.051179,4192.30759,4212.307589
124,0,4198.974256,4202.564,4204.102461,4203.07682,4217.948615,4217.435794,4214.871692,4206.666564,4206.666564,4221.025538,4212.82041,4223.07682,4202.564,4216.410153
125,0,4203.07682,4207.692205,4209.743487,4212.82041,4211.794769,4216.922974,4213.33323,4204.102461,4204.102461,4227.179384,4221.538358,4226.153743,4209.230666,4221.538358
126,0,4215.897333,4209.743487,4217.948615,4218.461435,4223.58964,4224.102461,4215.384512,4203.589641,4204.102461,4225.640922,4232.820409,4234.871691,4211.281948,4225.640922
127,0,4223.58964,4213.846051,4217.435794,4215.384512,4235.384512,4226.153743,4215.384512,4206.153743,4210.256307,4223.07682,4229.230666,4238.974255,4213.846051,4229.743486
128,0,4228.717845,4221.025538,4218.461435,4218.974256,4235.897332,4224.615281,4215.897333,4211.794769,4216.410153,4231.281948,4225.640922,4239.999896,4215.897333,4233.33323
0,0,4234.871691,4225.640922,4226.666563,4226.666563,4236.410153,4229.743486,4223.07682,4214.871692,4219.999897,4235.897332,4232.820409,4246.153742,4214.871692,4238.461435
1,0,4234.358871,4224.615281,4231.794768,4227.179384,4235.897332,4232.307589,4227.692204,4215.384512,4223.07682,4232.307589,4232.820409,4252.307588,4214.358871,4239.487076
2,0,4226.153743,4219.487076,4226.666563,4224.102461,4228.205025,4226.666563,4227.179384,4214.871692,4216.922974,4228.717845,4223.58964,4246.153742,4210.256307,4231.281948
3,0,4221.538358,4211.794769,4218.974256,4221.025538,4228.205025,4224.615281,4228.205025,4212.307589,4209.230666,4223.07682,4219.999897,4235.384512,4205.640923,4222.563999
4,0,4215.897333,4205.640923,4213.846051,4215.897333,4228.717845,4227.692204,4227.692204,4210.256307,4209.743487,4219.487076,4213.846051,4231.281948,4202.051179,4219.487076
5,0,4214.358871,4211.281948,4216.410153,4219.487076,4227.692204,4228.717845,4228.205025,4215.384512,4215.897333,4226.666563,4212.307589,4237.948614,4203.07682,4220.512717
6,0,4216.410153,4215.384512,4218.461435,4217.435794,4230.769127,4228.205025,4229.230666,4218.461435,4214.871692,4228.717845,4221.538358,4236.922973,4207.179384,4219.487076
7,0,4218.974256,4212.82041,4215.897333,4204.615282,4231.794768,4230.256307,4230.769127,4217.948615,4214.871692,4227.179384,4229.743486,4230.769127,4212.82041,4219.999897
8,0,4216.922974,4209.743487,4212.307589,4193.846051,4221.538358,4227.179384,4224.615281,4217.435794,4214.871692,4228.717845,4222.563999,4230.769127,4211.281948,4218.461435
9,0,4216.922974,4215.897333,4216.922974,4193.333231,4220.512717,4225.640922,4218.974256,4219.999897,4217.948615,4228.205025,4216.922974,4236.410153,4207.692205,4219.999897
10,0,4218.461435,4215.897333,4218.974256,4193.333231,4230.769127,4227.692204,4222.051179,4224.615281,4221.025538,4222.563999,4220.512717,4237.435794,4209.230666,4224.615281
11,0,4218.974256,4209.743487,4213.33323,4189.230667,4235.897332,4231.281948,4227.179384,4228.205025,4219.487076,4223.58964,4221.538358,4237.435794,4211.794769,4226.666563
12,0,4218.974256,4208.717846,4205.128102,4178.974257,4230.256307,4229.230666,4222.051179,4225.640922,4222.051179,4233.33323,4216.922974,4235.384512,4210.256307,4220.512717
13,0,4218.974256,4211.281948,4207.692205,4173.333231,4226.153743,4230.769127,4219.999897,4226.153743,4233.84605,4239.487076,4221.538358,4236.410153,4212.82041,4219.487076
14,0,4221.025538,4214.358871,4218.974256,4183.589641,4230.256307,4236.922973,4228.205025,4232.307589,4238.461435,4236.410153,4233.33323,4246.666563,4218.974256,4231.281948
15,0,4221.538358,4212.82041,4220.512717,4186.666564,4229.230666,4232.307589,4228.717845,4232.307589,4228.205025,4230.769127,4230.769127,4249.743486,4215.897333,4234.871691
