User ID;Category 1;Category 2;Category 3;Category 4;Category 5;Category 6;Category 7;Category 8;Category 9;Category 10
User 484;0.58;Þub.96;1.Eyl;0.53;Oca.44;Þub.24;Mar.19;Mar.18;Þub.18;2.Tem
User 485;0.83;Oca.72;Oca.88;0.51;Oca.42;Þub.64;Mar.19;2.Eyl;Oca.76;Þub.54
User 486;0.7;1.Þub;Oca.42;0.27;0.46;Oca.58;Mar.18;Þub.66;1.Eyl;2.Aðu
User 487;0.96;Oca.28;0.21;0.62;0.72;Þub.44;Mar.18;Þub.94;Oca.38;2.Tem
User 488;0.7;1;0.18;0.57;Þub.58;Þub.34;Mar.17;3.Haz;Oca.98;Þub.96
User 489;Oca.18;Oca.32;0.62;0.31;1.Haz;Oca.74;Mar.17;Þub.91;Oca.25;Mar.38
User 490;0.99;0.92;0.32;0.79;0.78;Oca.78;Mar.18;Þub.77;Oca.98;Þub.62
User 491;Oca.38;1.Ara;1.Aðu;0.37;0.82;Oca.16;Mar.18;Þub.69;Oca.22;3.Mar
User 492;Oca.18;Oca.28;0.26;0.33;1.Oca;Oca.36;Mar.17;3.Mar;Oca.76;Mar.38
User 493;0.7;Oca.16;0.14;0.39;0.9;Oca.18;Mar.17;Þub.79;Oca.15;Þub.96
User 494;1.Eyl;Þub.64;Þub.54;0.53;0.7;Þub.18;Mar.19;Þub.79;1.Haz;Þub.34
User 495;0.93;2.Þub;0.35;0.57;0.46;Oca.58;Mar.18;Þub.78;Þub.21;Þub.74
User 496;0.77;Oca.36;0.18;0.39;1.Mar;2.Oca;Mar.16;Þub.95;1.Þub;3.May
User 497;0.51;0.88;0.26;0.48;0.96;Oca.42;Mar.17;Þub.88;1.Þub;3.Nis
User 498;0.61;Oca.24;Þub.32;0.51;1.Nis;Þub.58;Mar.19;Þub.75;1.Haz;Þub.46
User 499;0.77;Oca.16;Þub.13;0.45;1.Mar;Oca.74;Mar.18;Þub.96;Oca.47;Þub.94
User 500;0.9;1.Ara;0.67;0.5;Oca.38;2.Oca;Mar.18;Þub.98;Oca.41;Þub.86
User 501;0.96;2;Oca.94;0.51;1.Þub;1.Tem;Mar.19;2.Tem;1.Tem;Þub.38
User 502;Þub.72;Oca.96;Oca.39;0.32;1.Haz;Þub.46;Mar.18;Þub.86;Oca.15;Þub.86
User 503;0.9;1.Aðu;Þub.48;0.41;0.82;Oca.78;Mar.18;Þub.83;Oca.41;Mar.46
User 504;0.64;Oca.28;0.48;0.35;0.7;Oca.58;Mar.18;3.Oca;Þub.18;Þub.98
User 505;0.99;1.Nis;0.35;0.58;0.74;Þub.22;Mar.18;Þub.99;1.May;Þub.78
User 506;2.May;2;0.24;0.51;0.8;Oca.78;Mar.17;Þub.89;Oca.54;3.Ara
User 507;0.86;1.Nis;Oca.31;0.48;0.56;Oca.78;Mar.18;3.May;2.May;Þub.62
User 508;0.7;1;Oca.78;0.64;Þub.98;Þub.36;Mar.18;Þub.74;Oca.15;2.May
User 509;0.86;0.76;1.Haz;0.51;Þub.62;Þub.34;Mar.18;Þub.81;1.Eyl;2.Tem
User 510;1.Ara;2.Nis;0.19;0.33;0.26;Oca.36;Mar.17;3.Tem;Oca.34;Mar.18
User 511;Oca.22;Oca.16;Þub.18;0.55;Oca.38;Þub.52;Mar.19;Þub.66;Oca.92;Þub.54
User 512;0.96;1.Þub;0.19;0.33;0.66;Oca.24;Mar.16;Þub.94;Oca.28;Mar.62
User 513;0.67;Oca.24;0.96;0.53;0.78;Oca.44;Mar.18;2.Eyl;1.Haz;Þub.88
User 514;0.77;Oca.88;Þub.43;0.65;1.Haz;3.Ara;3.Þub;Þub.69;2.Kas;2.Nis
User 515;0.86;1.Þub;0.35;0.42;0.96;Oca.72;Mar.17;Þub.57;0.96;3.Haz
User 516;0.9;1;Þub.84;0.5;Oca.28;Þub.14;3.Þub;Þub.97;Oca.54;Þub.54
User 517;Oca.31;0;0.26;0.72;0.96;Oca.16;Mar.18;2.Eyl;Þub.14;Þub.88
User 518;0.64;1.Nis;2.Mar;0.53;1.Haz;1.Eyl;Mar.18;2.Eyl;1.Ara;Þub.88
User 519;0.96;Oca.28;0.22;0.37;0.82;Þub.14;Mar.18;Þub.62;Oca.34;2.Aðu
User 520;0.77;1.Aðu;0.3;0.55;1.Haz;Þub.26;Mar.18;Mar.23;Oca.73;Þub.66
User 521;0.51;Oca.36;0.13;0.33;0.7;1.Þub;Mar.18;Þub.89;Oca.63;2.Tem
User 522;0.86;1.Nis;Oca.89;0.61;Oca.46;2.Mar;Mar.19;Þub.77;Oca.92;Þub.62
User 523;0.51;1.Aðu;Þub.48;0.57;0.66;1.Aðu;Mar.19;Þub.58;Oca.38;Þub.32
User 524;0.74;0.96;0.26;0.42;0.86;Oca.54;Mar.17;Þub.86;Oca.63;3.Nis
User 525;0.7;Oca.64;Þub.46;0.57;Oca.46;Þub.54;3.Þub;Þub.95;Oca.89;Þub.38
User 526;0.86;Oca.36;Oca.68;0.49;1.Mar;3.Nis;Mar.19;2.Tem;Oca.31;Þub.78
User 527;0.7;1.Ara;Oca.23;0.49;Oca.52;Þub.34;Mar.18;Þub.78;Oca.76;Þub.66
User 528;0.77;1.Nis;0.16;0.59;0.94;Oca.94;Mar.18;3.Haz;Oca.41;Þub.66
User 529;Oca.34;Oca.64;0.37;0.39;0.58;Oca.94;Mar.18;Þub.72;Oca.66;Þub.94
User 530;0.53;0.96;0.18;0.58;0.66;1.Nis;Mar.18;Þub.95;1.May;Þub.42
User 531;0.86;0.6;0.24;0.64;0.94;1.Tem;Mar.18;Þub.78;Oca.44;Þub.34
User 532;1.Ara;0.16;0.19;0.69;0.62;Oca.44;Mar.18;2.Eyl;Oca.73;Þub.46
User 533;0.83;1.Þub;Oca.25;0.56;1.Nis;2.Þub;Mar.18;Þub.66;Oca.86;Þub.66
User 534;0.8;1.Aðu;Oca.45;0.45;0.98;1.Tem;Mar.18;2.Eyl;1.Eyl;3.Þub
User 535;0.9;0.88;Oca.84;0.41;0.72;2;Mar.18;Þub.66;1.Haz;Þub.82
User 536;0.58;1.Ara;Oca.57;0.45;0.78;1.May;Mar.18;Þub.77;Oca.44;2.Eyl
User 537;0.74;Þub.24;Þub.63;0.72;1.Nis;Mar.76;3.Þub;Þub.75;Oca.63;Þub.48
User 538;0.64;1.Nis;Þub.35;0.51;Oca.42;Oca.66;Mar.19;Þub.66;Þub.21;2.May
User 539;0.61;Oca.84;0.61;0.47;Þub.18;2.May;Mar.18;Þub.83;Oca.92;Þub.98
User 540;0.96;Oca.16;0.36;0.42;0.22;2.Aðu;Mar.18;Þub.83;Oca.98;Þub.64
User 541;0.8;Oca.36;0.75;0.35;0.9;Oca.78;Mar.18;Þub.86;Oca.22;Þub.82
User 542;Oca.44;0.28;0.18;0.34;0.26;Oca.74;Mar.17;Þub.64;0.9;Þub.88
User 543;0.83;1.Aðu;0.24;0.46;0.5;Oca.52;Mar.18;Þub.98;Oca.98;2.Aðu
User 544;0.7;Oca.56;0.96;0.4;Oca.18;Oca.88;Mar.17;Þub.77;1.Haz;Mar.34
User 545;0.99;1.Nis;Oca.17;0.57;0.98;2.Oca;Mar.19;Þub.74;Oca.38;2.Nis
User 546;0.86;Þub.96;0.24;0.41;0.72;Oca.62;Mar.18;Þub.98;Oca.54;Þub.98
User 547;0.61;Oca.64;0.18;0.46;1.Þub;1.Eyl;Mar.17;Þub.59;Oca.34;3.Nis
User 548;0.96;Oca.48;0.21;0.58;0.42;Oca.28;Mar.18;Þub.95;Oca.98;Þub.66
User 549;0.96;Oca.92;Oca.18;0.61;0.9;Oca.98;Mar.18;Þub.82;1.Tem;Þub.62
User 550;0.96;Oca.32;0.34;0.48;0.82;1.Tem;Mar.17;Þub.95;Oca.34;Mar.34
User 551;Oca.23;1;0.59;0.35;1.Þub;Oca.62;Mar.18;Þub.85;2.Þub;Þub.98
User 552;1.Haz;1.Nis;2.May;0.56;Oca.78;2.Aðu;3.Þub;Þub.72;Þub.18;Þub.54
User 553;0.9;0.88;Oca.17;0.47;0.7;2.Oca;Mar.18;3.Haz;2.May;Þub.62
User 554;Oca.63;1.Þub;0.67;0.75;1.Þub;2.Þub;Mar.18;Þub.85;Oca.34;Þub.42
User 555;0.67;2.Nis;0.34;0.53;Oca.26;2.Þub;Mar.18;Þub.71;Oca.73;2.Tem
User 556;0.7;0.88;Þub.66;0.5;1.Nis;Oca.46;Mar.19;Þub.88;Oca.54;2.Nis
User 557;0.58;Oca.48;0.24;0.49;0.42;Oca.38;Mar.18;Þub.82;1.Haz;Þub.88
User 558;0.96;0.88;0.22;0.53;0.42;1.Aðu;Mar.18;Þub.74;Þub.46;Þub.78
User 559;0.96;1;0.3;0.33;0.88;Oca.58;Mar.17;Þub.98;2.Kas;Mar.34
User 560;1.Haz;0.8;0.29;0.35;1.Mar;2.Ara;Mar.18;3.Mar;1.Tem;Þub.94
User 561;0.74;0.8;Oca.82;0.5;1.Þub;Oca.74;Mar.18;Þub.63;Oca.63;Þub.58
User 562;0.93;1.Haz;3.Kas;0.49;0.96;2.Aðu;3.Þub;Þub.61;1.May;Þub.38
User 563;0.9;0.88;Oca.94;0.55;1.Ara;Þub.18;Mar.18;Þub.85;Oca.47;2.Tem
User 564;0.7;Oca.52;Oca.46;0.5;0.94;1.Tem;Mar.18;Þub.64;0.96;Þub.94
User 565;0.77;Oca.56;0.24;0.62;0.98;2.Oca;Mar.18;Þub.86;Oca.66;Þub.48
User 566;0.99;1.Aðu;Oca.41;0.24;Oca.52;2.Aðu;Mar.18;Þub.74;Oca.22;Þub.94
User 567;0.74;Oca.68;Þub.89;0.57;0.94;Oca.92;3.Þub;Þub.86;Oca.34;Þub.34
User 568;0.7;1.Haz;Þub.36;0.48;Oca.18;Oca.73;3.Þub;Þub.98;Oca.31;Þub.42
User 569;Oca.15;2.Ara;2.Haz;0.56;Oca.68;Oca.86;Mar.19;Þub.62;Oca.44;Þub.42
User 570;0.58;1.Þub;0.32;0.43;1.Nis;Þub.54;Mar.18;Þub.95;Oca.18;Mar.26
User 571;0.9;Þub.16;2.Haz;0.56;Oca.66;Þub.17;Mar.19;Þub.72;Oca.44;Þub.42
User 572;0.74;Oca.36;0.21;0.29;0.62;Oca.48;Mar.17;Þub.98;Oca.18;Mar.38
User 573;0.77;1.Aðu;Oca.82;0.39;1.Haz;Þub.32;Mar.19;Þub.85;Oca.41;2.Nis
User 574;0.67;Oca.76;0.3;0.41;0.26;Oca.58;Mar.18;Þub.67;Þub.24;Mar.42
User 575;0.96;Oca.44;0.72;0.62;0.82;2.Tem;Mar.18;3.Þub;Oca.82;Þub.78
User 576;0.74;Oca.28;Oca.36;0.66;Oca.26;Þub.48;Mar.18;Þub.83;Oca.28;Þub.64
User 577;0.77;0.88;0.24;0.43;1.Þub;2.Oca;Mar.18;3.Mar;Oca.76;Þub.64
User 578;0.64;Oca.48;0.24;0.56;0.74;Oca.72;Mar.18;2.Aðu;Oca.66;Þub.88
User 579;0.67;Oca.48;0.26;0.56;0.62;Oca.26;Mar.18;Þub.81;Oca.54;2.Eyl
User 580;0.86;0.96;0.74;1.Ara;0.96;1.Tem;Mar.18;2.Aðu;Oca.57;Þub.56
User 581;0.83;Oca.36;1.Tem;0.33;0.56;Þub.16;Mar.18;Þub.74;1.Haz;Þub.82
User 582;0.64;Oca.36;Oca.52;0.47;1.Þub;Þub.68;Mar.18;Þub.79;Oca.41;2.Tem
User 583;0.9;1.Þub;0.85;0.62;Oca.18;Þub.14;Mar.18;Þub.78;Oca.54;Þub.74
User 584;0.67;1.Haz;0.19;0.45;1.Þub;Oca.42;Mar.18;Þub.86;Oca.73;Þub.88
User 585;1.Haz;Oca.28;0.16;0.47;1.Nis;1.Haz;Mar.17;Þub.72;Oca.18;Mar.26
User 586;Oca.47;1.Nis;0.43;0.48;0.74;1.Oca;Mar.17;3.Oca;Oca.63;3.Þub
User 587;0.48;1.Ara;0.7;0.33;0.38;Oca.42;Mar.18;Þub.88;Oca.47;Þub.78
User 588;0.96;1.Haz;0.29;0.32;0.62;Oca.62;Mar.18;Þub.79;Oca.25;2.Eyl
User 589;0.58;1.Nis;Þub.77;0.58;0.46;Oca.98;Mar.19;Þub.66;Oca.38;2.May
User 590;0.93;2.Aðu;0.27;0.39;1.Oca;Þub.58;Mar.18;Þub.89;Oca.89;Þub.78
User 591;0.96;1.Ara;0.91;0.5;0.82;Oca.66;Mar.18;Þub.81;Oca.63;Þub.72
User 592;0.83;Oca.32;0.18;0.31;Oca.22;1.May;Mar.17;Þub.98;Oca.38;3.Nis
User 593;0.7;Þub.28;0.22;Þub.38;0.38;Oca.28;Mar.18;Þub.81;Oca.38;Þub.66
User 594;0.83;Oca.96;Oca.33;0.54;Oca.44;Þub.54;Mar.18;Þub.87;Oca.28;Þub.74
User 595;1.Ara;0.8;0.91;0.39;0.48;Oca.56;Mar.18;Þub.96;Oca.38;2.Tem
User 596;Oca.76;0.6;Oca.57;0.35;0.5;Oca.66;Mar.18;Þub.98;1.May;Þub.72
User 597;0.96;Oca.32;0.37;0.49;0.74;Oca.66;Mar.17;Þub.97;Oca.41;Mar.36
User 598;0.77;1.Aðu;0.22;0.65;0.88;2.Þub;Mar.18;Þub.86;Oca.79;Þub.54
User 599;0.86;0.96;2.Þub;0.5;Oca.28;Oca.58;Mar.19;2.Tem;Oca.79;Þub.66
User 600;1.Ara;Þub.96;0.16;0.5;0.48;Oca.76;Mar.18;Þub.78;Oca.76;Þub.72
User 601;0.64;Oca.36;0.91;0.4;0.86;1.Oca;Mar.18;Þub.83;Oca.47;3.Haz
User 602;Oca.15;0.8;0.26;3.Oca;0.64;Oca.86;Mar.18;Þub.77;2.Þub;Þub.62
User 603;0.67;2.Þub;Þub.34;0.61;0.9;2.Ara;Mar.19;Þub.61;Oca.41;Þub.46
User 604;0.77;Oca.48;0.29;0.35;0.16;0.82;Mar.17;Þub.94;1.Eyl;Mar.26
User 605;Oca.22;0.68;Oca.41;0.91;Oca.34;Þub.82;Mar.19;3.Eyl;2.Kas;2.May
User 606;0.64;1.Þub;0.94;0.39;0.94;2.Þub;Mar.19;3.Eyl;Oca.28;Þub.26
User 607;1.Eyl;1;1.Þub;0.4;1.Þub;Oca.38;Mar.18;Þub.58;0.74;Mar.26
User 608;Oca.31;Oca.36;0.75;0.48;0.5;1.Tem;Mar.18;Þub.89;Oca.34;Þub.78
User 609;1.Haz;3.Ara;Oca.58;0.48;0.56;Mar.34;Mar.18;Þub.67;Oca.76;Þub.94
User 610;0.7;Oca.32;0.34;0.59;0.4;1.Þub;Mar.18;Þub.85;Oca.31;Þub.82
User 611;0.66;0.64;2.Oca;0.58;0.82;Oca.54;Mar.18;3.Þub;Oca.22;Þub.88
User 612;0.74;1.Nis;1.Mar;0.62;Oca.26;Þub.42;Mar.18;Þub.78;Oca.57;2.May
User 613;0.83;0.92;0.82;0.39;Oca.28;Þub.14;Mar.18;Mar.39;Oca.63;2.Aðu
User 614;0.67;Oca.28;0.26;0.51;1.Þub;Oca.26;Mar.17;Þub.87;3.Oca;3.Mar
User 615;Oca.87;0.28;Oca.14;0.5;0.9;Oca.94;Mar.18;Þub.97;Oca.82;Þub.58
User 616;0.54;Oca.16;0.38;0.33;Oca.38;Oca.58;Mar.17;2.Tem;1.Haz;Mar.44
User 617;0.7;Oca.44;0.22;0.64;0.56;2.Nis;Mar.18;Þub.85;1.Tem;Þub.78
User 618;Oca.82;Oca.56;0.62;0.39;0.58;Oca.62;Mar.18;Þub.93;Þub.14;Mar.42
User 619;Oca.25;1.Nis;0.43;0.43;1.Nis;2.May;Mar.18;3.Mar;1.Haz;Þub.88
User 620;0.96;Oca.32;0.56;0.38;0.66;Oca.54;Mar.17;Þub.85;Oca.41;3.Ara
User 621;0.74;Oca.32;0.16;0.49;Oca.22;Oca.46;Mar.17;2.Tem;2.Aðu;Þub.88
User 622;0.8;1.Aðu;Oca.25;0.55;Oca.38;2.May;Mar.18;Þub.85;1.Tem;Þub.42
User 623;0.99;Oca.32;2.Mar;0.43;0.88;Oca.54;Mar.18;2.Tem;2.Aðu;Þub.78
User 624;0.74;0.96;0.62;0.51;0.96;Oca.84;Mar.18;2.Aðu;2.May;3.Þub
User 625;0.9;Oca.48;Oca.46;0.42;0.42;1.Þub;Mar.18;Þub.71;Oca.73;Þub.96
User 626;Oca.66;0.24;0.43;0.59;0.8;1.Haz;Mar.18;Þub.95;Oca.38;Þub.48
User 627;0.8;Oca.92;1.Haz;0.5;2.Aðu;3.Þub;Mar.19;Þub.89;1.May;Þub.54
User 628;0.75;1.Aðu;Oca.88;0.34;0.9;Oca.58;Mar.18;Þub.73;1.Haz;2.May
User 629;0.7;0.88;0.19;0.43;0.14;Oca.66;Mar.17;Þub.75;Oca.18;Þub.98
User 630;0.58;Oca.44;0.21;0.41;1.Haz;Oca.56;Mar.18;2.Eyl;3.Nis;Þub.54
User 631;0.7;Oca.36;0.19;0.41;0.86;Oca.28;Mar.17;Þub.72;Þub.37;3.Oca
User 632;2.May;1.Þub;0.19;0.34;0.48;1.Þub;Mar.17;Þub.81;Oca.92;Mar.44
User 633;0.51;1.Þub;0.42;0.49;0.9;1.Þub;Mar.17;Þub.56;1.May;Þub.98
User 634;0.61;1.Þub;2.May;0.61;1.Mar;3.Haz;Mar.19;Þub.79;Oca.57;Þub.42
User 635;0.83;Oca.96;0.83;0.46;0.5;Oca.34;Mar.18;Þub.78;1.Eyl;2.Tem
User 636;0.8;1.Ara;1.Haz;0.63;1.May;Oca.74;Mar.18;Þub.86;1.Ara;2.Eyl
User 637;0.86;1.Nis;Oca.25;0.55;2.Þub;Þub.62;Mar.18;Þub.88;Oca.38;Þub.54
User 638;Oca.38;0.96;1.Tem;0.66;1.Haz;Þub.18;Mar.18;Þub.85;Oca.31;Þub.64
User 639;1.Haz;Oca.44;0.42;0.58;0.7;Oca.68;Mar.17;Þub.95;1.Tem;Mar.38
User 640;0.51;Oca.96;0.21;0.42;0.72;Oca.38;Mar.18;Þub.87;Oca.82;Þub.82
User 641;Oca.73;0.84;Þub.61;0.63;1.Oca;Þub.42;Mar.19;Þub.98;Oca.73;Þub.78
User 642;0.54;Þub.96;0.38;0.61;Oca.62;Þub.42;Mar.18;Mar.22;Þub.43;2.Aðu
User 643;1.Eyl;Þub.76;0.21;0.66;0.32;Þub.28;Mar.18;Þub.72;1.May;Þub.58
User 644;0.74;Oca.56;0.24;0.61;0.7;Oca.42;Mar.18;Þub.82;1.May;Þub.96
User 645;0.93;Þub.24;1.Eyl;0.49;Oca.76;3.Haz;Mar.19;Þub.69;2.Þub;Þub.48
User 646;0.61;Oca.56;0.19;0.41;0.86;Oca.14;Mar.18;Þub.81;1.Haz;2.Aðu
User 647;0.94;0.8;0.35;0.56;0.48;Oca.78;Mar.18;Þub.86;Þub.18;Þub.66
User 648;0.64;Oca.52;0.21;0.39;0.98;Oca.38;Mar.16;Þub.77;Oca.66;Mar.38
User 649;0.38;Oca.44;0.34;0.5;Oca.26;Oca.94;Mar.18;2.Eyl;Þub.37;3.Nis
User 650;1.Eyl;Oca.96;Oca.17;0.51;Oca.62;Þub.74;Mar.18;Þub.74;Oca.28;2.Nis
User 651;0.58;Oca.24;0.26;0.56;0.96;1.Tem;Mar.18;3.Þub;Þub.14;Þub.78
User 652;0.8;Oca.32;0.34;0.24;0.46;1.Þub;Mar.17;2.Eyl;Oca.44;Mar.28
User 653;0.61;Oca.56;0.19;0.41;0.86;Oca.14;Mar.18;Þub.81;1.Haz;2.Aðu
User 654;0.7;Oca.32;0.32;0.51;0.82;Oca.34;Mar.18;3.Nis;Oca.76;3.Nis
User 655;0.48;1.Ara;Þub.35;0.58;0.78;Oca.98;Mar.19;Þub.63;Oca.25;2.Nis
User 656;0.74;Oca.56;Þub.27;0.66;1.Mar;Þub.56;Mar.19;Þub.65;Oca.54;2.Nis
User 657;0.7;Oca.64;1.Tem;0.39;1.Nis;Oca.54;Mar.18;Þub.82;Oca.47;3.Haz
User 658;Oca.34;0.76;1.Oca;0.47;Oca.66;2;Mar.18;Þub.87;Oca.18;Þub.66
User 659;0.72;1.Haz;0.67;0.34;0.78;Oca.58;Mar.17;Mar.18;Oca.15;Mar.42
User 660;0.8;1.Aðu;0.37;0.51;1.Haz;Oca.58;Mar.17;Þub.81;Oca.54;Mar.18
User 661;0.99;Oca.96;Þub.46;0.53;0.34;Oca.58;3.Þub;Þub.82;Oca.44;Þub.54
User 662;1.Eyl;0.64;1.Ara;0.42;0.7;Oca.54;Mar.18;3.Tem;Oca.44;Þub.66
User 663;0.7;0.8;Þub.56;0.5;1.Oca;1.May;Mar.19;Þub.86;Oca.47;Þub.38
User 664;0.93;0.92;0.18;0.5;1.Þub;2.Nis;Mar.17;Þub.91;1.Eyl;Mar.18
User 665;1.Haz;Oca.28;1.Mar;0.43;0.24;0.46;Mar.17;Þub.86;Oca.15;Mar.38
User 666;1.May;Oca.16;Þub.37;0.27;0.58;1.Eyl;Mar.18;Þub.78;Oca.54;3.Þub
User 667;Oca.95;Oca.52;Oca.94;Mar.44;0.64;Þub.94;3.Þub;Þub.62;Oca.54;Þub.46
User 668;Oca.25;1.Nis;Oca.58;0.67;0.88;Þub.42;Mar.18;2.Tem;Oca.34;2.Eyl
User 669;0.54;Oca.16;0.8;0.32;0.66;Oca.44;Mar.17;Þub.79;1.Eyl;Mar.28
User 670;0.51;Oca.48;0.21;0.41;1.Þub;Oca.66;Mar.17;Þub.83;Oca.63;3.Mar
User 671;Oca.63;0.96;0.34;0.49;0.38;2.Haz;Mar.17;Þub.86;Oca.92;Mar.46
User 672;0.77;1.Haz;Þub.46;0.59;Þub.16;Þub.64;Mar.19;Þub.85;Þub.21;2.May
User 673;Oca.76;0.68;Oca.31;0.46;0.34;0.8;Mar.18;Þub.74;0.96;Þub.54
User 674;0.86;1;0.29;0.47;0.24;Oca.46;Mar.18;Þub.74;Oca.73;2.Nis
User 675;0.83;0.6;0.19;0.61;0.94;Oca.66;Mar.18;Þub.74;Oca.47;Þub.34
User 676;0.58;Oca.96;0.18;0.38;0.74;1.Aðu;Mar.18;Þub.66;Þub.18;Þub.78
User 677;0.77;Oca.16;0.32;0.26;0.5;Oca.14;Mar.17;Þub.89;Oca.44;Mar.34
User 678;Þub.26;0.4;2.Aðu;0.5;Oca.18;Þub.86;Mar.19;Þub.75;1.Haz;Þub.42
User 679;Oca.66;1.Nis;0.91;0.43;0.72;Oca.74;Mar.17;Þub.77;0.86;Mar.46
User 680;0.8;Oca.56;0.34;0.41;0.8;Oca.66;Mar.17;Þub.91;Oca.38;Mar.26
User 681;1.Þub;1.Nis;0.24;0.65;0.46;Oca.88;Mar.18;Þub.88;Oca.15;Þub.86
User 682;0.96;Oca.16;0.45;0.29;0.98;Oca.42;Mar.18;Þub.94;2.Þub;3.Þub
User 683;0.83;0.96;Oca.47;0.5;Oca.46;2.Þub;Mar.18;Þub.94;Oca.22;2.May
User 684;0.96;Oca.96;0.26;0.51;0.82;Oca.34;Mar.18;3.Þub;Oca.89;Þub.72
User 685;0.86;Oca.84;Oca.78;0.61;Oca.18;Þub.36;Mar.19;Þub.82;Þub.14;2.May
User 686;0.9;1;2.Haz;0.62;0.9;Þub.52;Mar.19;Þub.89;Oca.38;2.Nis
User 687;0.77;Oca.36;0.75;0.46;Oca.14;Þub.14;Mar.18;Þub.85;Oca.89;Þub.82
User 688;1.Þub;1.Nis;0.22;0.57;0.22;Þub.18;Mar.18;Þub.88;Oca.34;Þub.86
User 689;0.9;Oca.68;0.29;0.35;0.8;Oca.24;Mar.18;Þub.74;Oca.25;3.Nis
User 690;0.7;Oca.28;0.94;0.62;1.Haz;2.Þub;Mar.18;Þub.85;Oca.82;Þub.88
User 691;0.83;0.72;0.22;0.39;0.48;1.Aðu;Mar.18;Þub.95;1.Ara;Þub.72
User 692;0.77;Oca.48;0.98;0.31;1.Þub;1.May;Mar.17;Þub.83;1.Eyl;3.Mar
User 693;0.93;Oca.28;0.22;0.25;0.46;0.62;Mar.17;Þub.98;1.Ara;3.Haz
User 694;0.77;Oca.88;0.21;0.49;0.48;Oca.74;Mar.18;Þub.83;Oca.44;Þub.94
User 695;0.96;1.Aðu;0.56;Þub.25;2.Þub;2.Nis;Mar.18;Þub.69;Oca.25;Þub.42
User 696;0.7;Oca.32;0.27;0.47;Oca.78;Þub.18;Mar.18;Þub.95;Oca.79;Þub.78
User 697;Oca.66;Þub.16;Oca.26;0.41;0.62;Þub.26;Mar.18;2.Eyl;1.May;Mar.26
User 698;Oca.34;0.8;0.22;0.69;0.4;Þub.24;Mar.18;Þub.72;Oca.28;2.May
User 699;0.83;1.Nis;0.35;0.4;0.26;0.96;Mar.17;Þub.77;Oca.54;Mar.24
User 700;0.74;Oca.96;Oca.25;0.4;0.58;Oca.26;Mar.18;2.Tem;1.Eyl;3.Þub
User 701;0.45;Oca.96;0.94;0.61;0.58;Oca.58;Mar.18;Þub.98;Oca.15;2.May
User 702;0.7;Oca.96;Oca.66;0.55;Oca.38;2.Haz;Mar.19;Þub.94;Oca.41;Þub.72
User 703;1.Eyl;Þub.96;Oca.79;0.79;Oca.18;2;Mar.19;Þub.66;Þub.59;Þub.46
User 704;0.67;Oca.96;0.29;0.43;Oca.18;2.Þub;Mar.17;Þub.95;Oca.41;Mar.36
User 705;Oca.54;Oca.28;0.22;0.24;0.58;Oca.62;Mar.17;2.Aðu;1.Tem;Mar.38
User 706;0.64;Oca.52;0.16;0.42;0.56;0.98;Mar.18;Þub.86;Oca.18;Þub.94
User 707;0.8;0.96;0.27;0.55;0.7;Oca.66;Mar.18;Þub.99;Oca.92;2.Tem
User 708;0.83;0.76;Oca.31;0.58;Oca.42;2.May;Mar.18;Þub.81;Oca.66;Þub.58
User 709;Oca.31;0.2;0.24;0.72;0.46;1.Haz;Mar.18;Þub.86;Oca.79;Þub.46
User 710;0.7;Oca.44;0.88;0.33;0.8;1.Nis;Mar.18;Þub.85;1.May;Mar.14
User 711;Oca.34;1.Nis;Oca.47;0.66;0.9;Þub.66;Mar.19;Þub.79;Oca.76;Þub.48
User 712;0.54;Oca.28;0.26;0.61;Oca.26;2;Mar.18;Þub.93;Þub.43;Þub.56
User 713;Oca.28;Oca.28;0.27;0.4;1.Nis;1.Ara;Mar.17;Mar.19;Oca.54;Mar.38
User 714;1.Þub;Oca.24;0.27;0.41;Oca.22;2.Haz;Mar.18;2.Tem;Oca.54;2.Aðu
User 715;0.96;Oca.96;0.75;0.41;0.46;1.Nis;Mar.18;2.Eyl;Þub.18;3.Mar
User 716;1.Haz;Oca.64;0.32;0.31;0.38;1.Haz;Mar.17;2.Eyl;2.Þub;3.Mar
User 717;0.54;1.Aðu;0.24;0.42;0.54;1.Mar;Mar.18;3.Tem;Oca.34;Þub.94
User 718;0.7;2.Ara;Þub.42;0.59;0.58;Oca.82;Mar.19;Þub.62;1.Ara;2.May
User 719;Oca.31;0.92;Þub.37;0.62;0.74;Þub.32;3.Þub;Þub.82;Oca.57;Þub.58
User 720;1.Þub;0.92;Þub.59;0.63;0.96;Þub.34;Mar.19;2.Eyl;Oca.73;Þub.42
User 721;0.45;Oca.36;0.21;0.63;Oca.34;2.Nis;Mar.18;Þub.93;Þub.56;Þub.56
User 722;0.99;1.Ara;0.22;0.4;0.74;Oca.42;Mar.16;Þub.66;Oca.28;Mar.52
User 723;1.Eyl;0.8;0.93;0.71;Oca.38;2.Tem;Mar.18;Þub.82;Oca.41;Þub.62
User 724;Oca.22;0.56;0.62;0.69;0.72;1.May;Mar.18;Þub.73;1.Eyl;Þub.46
User 725;0.74;1.Þub;0.29;0.38;0.42;Oca.22;Mar.17;Þub.91;Oca.28;Mar.14
User 726;0.8;2.Nis;Oca.28;0.54;Oca.62;Þub.52;Mar.18;Þub.86;Oca.57;Þub.46
